power,selfprotection,average_earth_discharge_density_ddt_rayskm2ao,burning_rate__failuresyear,criticality_according_to_previous_study_for_ceramics_level,removable_connectors,number_of_users,km_of_network_lt,power_per_user,lightning_risk_score,network_density,historical_risk_index,type_of_clients_COMMERCIAL,type_of_clients_INDUSTRIAL,type_of_clients_OFFICIAL,type_of_clients_STRATUM 1,type_of_clients_STRATUM 2,type_of_clients_STRATUM 3,type_of_clients_STRATUM 4,type_of_clients_STRATUM 5,type_of_clients_STRATUM 6,type_of_installation_CABINA,type_of_installation_EN H,type_of_installation_MACRO WITHOUT ANTI-FRAUD NET,type_of_installation_OTROS,type_of_installation_PAD MOUNTED,type_of_installation_POLE,type_of_installation_POLE WITH ANTI-FRAUD NET,type_of_installation_TORRE METALICA,target
2.390358688112683,0,0.5299771705653277,-0.4697767424334218,0,1,3.013179181299894,-0.5732430747319396,-0.15756622394915634,0.6377452522846383,-0.4994574037121221,-0.23060671593389653,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,-0.03797893544665922,-0.5732488080373106,0.06850599855595899,0.6377452522846383,-0.49945799527330104,-0.23060671593389653,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,0.08784201782123988,-0.5732482870628673,0.022531647424666602,0.6377452522846383,-0.49945790404729984,-0.23060671593389653,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2.390358688112683,0,0.5299771705653277,-0.4697767424334218,0,1,1.3460515505002308,-0.5732478837058578,-0.08293892281770998,0.6377452522846383,-0.4994579675735297,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2.390358688112683,0,0.5299771705653277,-0.4697767424334218,0,1,0.9685886906965336,-0.5732468662606032,-0.04642987927227185,0.6377452522846383,-0.49945784827612383,-0.23060671593389653,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2.390358688112683,0,0.5299771705653277,0.6615361697828809,0,1,3.831015377541238,-0.5732454755433538,-0.17450128599515777,0.6377452522846383,-0.49945768521186124,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0.07649575404258399,0,0.5299771705653277,-0.4697767424334218,0,1,-0.5098075102012809,-0.573250202566236,0.08996069575056205,0.6377452522846383,-0.49945823946435286,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,3.831015377541238,-0.573242875299601,-0.2007723437844677,0.6377452522846383,-0.4994569564124818,-0.23060671593389653,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.3386028089899107,0,0.5299771705653277,-0.4697767424334218,0,1,0.05638677950426511,-0.57323841768054,0.03274816989828713,0.6377452522846383,-0.4994561758544972,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2.390358688112683,0,0.5299771705653277,-0.4697767424334218,0,1,0.30802868604006334,-0.5732486414126128,0.07770086878221746,0.6377452522846383,-0.49945805641609875,-0.23060671593389653,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
